iso3,country,index,index_name,year,rank,date
IRL,Ireland,EIS,European Innovation Scoreborad (EIS),2024,12,2024-01-01
IRL,Ireland,EIS,European Innovation Scoreborad (EIS),2023,14,2023-01-01
IRL,Ireland,EIS,European Innovation Scoreborad (EIS),2022,14,2022-01-01
IRL,Ireland,EIS,European Innovation Scoreborad (EIS),2021,14,2021-01-01
IRL,Ireland,EIS,European Innovation Scoreborad (EIS),2020,13,2020-01-01
IRL,Ireland,EIS,European Innovation Scoreborad (EIS),2019,9,2019-01-01
IRL,Ireland,EIS,European Innovation Scoreborad (EIS),2018,9,2018-01-01
IRL,Ireland,EIS,European Innovation Scoreborad (EIS),2017,9,2017-01-01
LUX,Luxembourg,EIS,European Innovation Scoreborad (EIS),2024,13,2024-01-01
LUX,Luxembourg,EIS,European Innovation Scoreborad (EIS),2023,13,2023-01-01
LUX,Luxembourg,EIS,European Innovation Scoreborad (EIS),2022,13,2022-01-01
LUX,Luxembourg,EIS,European Innovation Scoreborad (EIS),2021,9,2021-01-01
LUX,Luxembourg,EIS,European Innovation Scoreborad (EIS),2020,8,2020-01-01
LUX,Luxembourg,EIS,European Innovation Scoreborad (EIS),2019,5,2019-01-01
LUX,Luxembourg,EIS,European Innovation Scoreborad (EIS),2018,5,2018-01-01
LUX,Luxembourg,EIS,European Innovation Scoreborad (EIS),2017,6,2017-01-01
DEU,Germany,EIS,European Innovation Scoreborad (EIS),2024,14,2024-01-01
DEU,Germany,EIS,European Innovation Scoreborad (EIS),2023,12,2023-01-01
DEU,Germany,EIS,European Innovation Scoreborad (EIS),2022,12,2022-01-01
DEU,Germany,EIS,European Innovation Scoreborad (EIS),2021,10,2021-01-01
DEU,Germany,EIS,European Innovation Scoreborad (EIS),2020,10,2020-01-01
DEU,Germany,EIS,European Innovation Scoreborad (EIS),2019,13,2019-01-01
DEU,Germany,EIS,European Innovation Scoreborad (EIS),2018,12,2018-01-01
DEU,Germany,EIS,European Innovation Scoreborad (EIS),2017,12,2017-01-01
USA,United States,EIS,European Innovation Scoreborad (EIS),2024,15,2024-01-01
USA,United States,EIS,European Innovation Scoreborad (EIS),2023,15,2023-01-01
USA,United States,EIS,European Innovation Scoreborad (EIS),2022,15,2022-01-01
USA,United States,EIS,European Innovation Scoreborad (EIS),2021,12,2021-01-01
USA,United States,EIS,European Innovation Scoreborad (EIS),2020,15,2020-01-01
USA,United States,EIS,European Innovation Scoreborad (EIS),2019,17,2019-01-01
USA,United States,EIS,European Innovation Scoreborad (EIS),2018,17,2018-01-01
USA,United States,EIS,European Innovation Scoreborad (EIS),2017,16,2017-01-01
CYP,Cyprus,EIS,European Innovation Scoreborad (EIS),2024,16,2024-01-01
CYP,Cyprus,EIS,European Innovation Scoreborad (EIS),2023,18,2023-01-01
CYP,Cyprus,EIS,European Innovation Scoreborad (EIS),2022,19,2022-01-01
CYP,Cyprus,EIS,European Innovation Scoreborad (EIS),2021,21,2021-01-01
CYP,Cyprus,EIS,European Innovation Scoreborad (EIS),2020,22,2020-01-01
CYP,Cyprus,EIS,European Innovation Scoreborad (EIS),2019,28,2019-01-01
CYP,Cyprus,EIS,European Innovation Scoreborad (EIS),2018,27,2018-01-01
CYP,Cyprus,EIS,European Innovation Scoreborad (EIS),2017,27,2017-01-01
AUS,Australia,EIS,European Innovation Scoreborad (EIS),2024,17,2024-01-01
AUS,Australia,EIS,European Innovation Scoreborad (EIS),2023,19,2023-01-01
AUS,Australia,EIS,European Innovation Scoreborad (EIS),2022,17,2022-01-01
AUS,Australia,EIS,European Innovation Scoreborad (EIS),2021,16,2021-01-01
AUS,Australia,EIS,European Innovation Scoreborad (EIS),2020,16,2020-01-01
AUS,Australia,EIS,European Innovation Scoreborad (EIS),2019,16,2019-01-01
AUS,Australia,EIS,European Innovation Scoreborad (EIS),2018,16,2018-01-01
AUS,Australia,EIS,European Innovation Scoreborad (EIS),2017,17,2017-01-01
EST,Estonia,EIS,European Innovation Scoreborad (EIS),2024,18,2024-01-01
EST,Estonia,EIS,European Innovation Scoreborad (EIS),2023,16,2023-01-01
EST,Estonia,EIS,European Innovation Scoreborad (EIS),2022,16,2022-01-01
EST,Estonia,EIS,European Innovation Scoreborad (EIS),2021,18,2021-01-01
EST,Estonia,EIS,European Innovation Scoreborad (EIS),2020,18,2020-01-01
EST,Estonia,EIS,European Innovation Scoreborad (EIS),2019,23,2019-01-01
EST,Estonia,EIS,European Innovation Scoreborad (EIS),2018,23,2018-01-01
EST,Estonia,EIS,European Innovation Scoreborad (EIS),2017,23,2017-01-01
FRA,France,EIS,European Innovation Scoreborad (EIS),2024,19,2024-01-01
FRA,France,EIS,European Innovation Scoreborad (EIS),2023,17,2023-01-01
FRA,France,EIS,European Innovation Scoreborad (EIS),2022,18,2022-01-01
FRA,France,EIS,European Innovation Scoreborad (EIS),2021,17,2021-01-01
FRA,France,EIS,European Innovation Scoreborad (EIS),2020,17,2020-01-01
FRA,France,EIS,European Innovation Scoreborad (EIS),2019,15,2019-01-01
FRA,France,EIS,European Innovation Scoreborad (EIS),2018,15,2018-01-01
FRA,France,EIS,European Innovation Scoreborad (EIS),2017,15,2017-01-01
ISL,Iceland,EIS,European Innovation Scoreborad (EIS),2024,20,2024-01-01
ISL,Iceland,EIS,European Innovation Scoreborad (EIS),2023,20,2023-01-01
ISL,Iceland,EIS,European Innovation Scoreborad (EIS),2022,20,2022-01-01
ISL,Iceland,EIS,European Innovation Scoreborad (EIS),2021,20,2021-01-01
ISL,Iceland,EIS,European Innovation Scoreborad (EIS),2020,21,2020-01-01
ISL,Iceland,EIS,European Innovation Scoreborad (EIS),2019,19,2019-01-01
ISL,Iceland,EIS,European Innovation Scoreborad (EIS),2018,19,2018-01-01
ISL,Iceland,EIS,European Innovation Scoreborad (EIS),2017,19,2017-01-01
CHN,China,EIS,European Innovation Scoreborad (EIS),2024,21,2024-01-01
CHN,China,EIS,European Innovation Scoreborad (EIS),2023,22,2023-01-01
CHN,China,EIS,European Innovation Scoreborad (EIS),2022,24,2022-01-01
CHN,China,EIS,European Innovation Scoreborad (EIS),2021,25,2021-01-01
CHN,China,EIS,European Innovation Scoreborad (EIS),2020,26,2020-01-01
CHN,China,EIS,European Innovation Scoreborad (EIS),2019,26,2019-01-01
CHN,China,EIS,European Innovation Scoreborad (EIS),2018,28,2018-01-01
CHN,China,EIS,European Innovation Scoreborad (EIS),2017,28,2017-01-01
JPN,Japan,EIS,European Innovation Scoreborad (EIS),2024,22,2024-01-01
JPN,Japan,EIS,European Innovation Scoreborad (EIS),2023,21,2023-01-01
JPN,Japan,EIS,European Innovation Scoreborad (EIS),2022,21,2022-01-01
JPN,Japan,EIS,European Innovation Scoreborad (EIS),2021,19,2021-01-01
JPN,Japan,EIS,European Innovation Scoreborad (EIS),2020,19,2020-01-01
JPN,Japan,EIS,European Innovation Scoreborad (EIS),2019,18,2019-01-01
JPN,Japan,EIS,European Innovation Scoreborad (EIS),2018,18,2018-01-01
JPN,Japan,EIS,European Innovation Scoreborad (EIS),2017,18,2017-01-01
SVN,Slovenia,EIS,European Innovation Scoreborad (EIS),2024,23,2024-01-01
SVN,Slovenia,EIS,European Innovation Scoreborad (EIS),2023,24,2023-01-01
SVN,Slovenia,EIS,European Innovation Scoreborad (EIS),2022,25,2022-01-01
SVN,Slovenia,EIS,European Innovation Scoreborad (EIS),2021,23,2021-01-01
SVN,Slovenia,EIS,European Innovation Scoreborad (EIS),2020,25,2020-01-01
SVN,Slovenia,EIS,European Innovation Scoreborad (EIS),2019,22,2019-01-01
SVN,Slovenia,EIS,European Innovation Scoreborad (EIS),2018,21,2018-01-01
SVN,Slovenia,EIS,European Innovation Scoreborad (EIS),2017,20,2017-01-01
ESP,Spain,EIS,European Innovation Scoreborad (EIS),2024,24,2024-01-01
ESP,Spain,EIS,European Innovation Scoreborad (EIS),2023,26,2023-01-01
ESP,Spain,EIS,European Innovation Scoreborad (EIS),2022,26,2022-01-01
ESP,Spain,EIS,European Innovation Scoreborad (EIS),2021,27,2021-01-01
ESP,Spain,EIS,European Innovation Scoreborad (EIS),2020,24,2020-01-01
ESP,Spain,EIS,European Innovation Scoreborad (EIS),2019,21,2019-01-01
ESP,Spain,EIS,European Innovation Scoreborad (EIS),2018,22,2018-01-01
ESP,Spain,EIS,European Innovation Scoreborad (EIS),2017,22,2017-01-01
CZE,Czechia,EIS,European Innovation Scoreborad (EIS),2024,25,2024-01-01
CZE,Czechia,EIS,European Innovation Scoreborad (EIS),2023,27,2023-01-01
CZE,Czechia,EIS,European Innovation Scoreborad (EIS),2022,27,2022-01-01
CZE,Czechia,EIS,European Innovation Scoreborad (EIS),2021,28,2021-01-01
CZE,Czechia,EIS,European Innovation Scoreborad (EIS),2020,28,2020-01-01
CZE,Czechia,EIS,European Innovation Scoreborad (EIS),2019,27,2019-01-01
CZE,Czechia,EIS,European Innovation Scoreborad (EIS),2018,26,2018-01-01
CZE,Czechia,EIS,European Innovation Scoreborad (EIS),2017,26,2017-01-01
ITA,Italy,EIS,European Innovation Scoreborad (EIS),2024,26,2024-01-01
ITA,Italy,EIS,European Innovation Scoreborad (EIS),2023,25,2023-01-01
ITA,Italy,EIS,European Innovation Scoreborad (EIS),2022,23,2022-01-01
ITA,Italy,EIS,European Innovation Scoreborad (EIS),2021,24,2021-01-01
ITA,Italy,EIS,European Innovation Scoreborad (EIS),2020,23,2020-01-01
ITA,Italy,EIS,European Innovation Scoreborad (EIS),2019,25,2019-01-01
ITA,Italy,EIS,European Innovation Scoreborad (EIS),2018,25,2018-01-01
ITA,Italy,EIS,European Innovation Scoreborad (EIS),2017,25,2017-01-01
MLT,Malta,EIS,European Innovation Scoreborad (EIS),2024,27,2024-01-01
MLT,Malta,EIS,European Innovation Scoreborad (EIS),2023,23,2023-01-01
MLT,Malta,EIS,European Innovation Scoreborad (EIS),2022,22,2022-01-01
MLT,Malta,EIS,European Innovation Scoreborad (EIS),2021,22,2021-01-01
MLT,Malta,EIS,European Innovation Scoreborad (EIS),2020,20,2020-01-01
MLT,Malta,EIS,European Innovation Scoreborad (EIS),2019,20,2019-01-01
MLT,Malta,EIS,European Innovation Scoreborad (EIS),2018,20,2018-01-01
MLT,Malta,EIS,European Innovation Scoreborad (EIS),2017,21,2017-01-01
LTU,Lithuania,EIS,European Innovation Scoreborad (EIS),2024,28,2024-01-01
LTU,Lithuania,EIS,European Innovation Scoreborad (EIS),2023,29,2023-01-01
LTU,Lithuania,EIS,European Innovation Scoreborad (EIS),2022,29,2022-01-01
LTU,Lithuania,EIS,European Innovation Scoreborad (EIS),2021,29,2021-01-01
LTU,Lithuania,EIS,European Innovation Scoreborad (EIS),2020,29,2020-01-01
LTU,Lithuania,EIS,European Innovation Scoreborad (EIS),2019,29,2019-01-01
LTU,Lithuania,EIS,European Innovation Scoreborad (EIS),2018,29,2018-01-01
LTU,Lithuania,EIS,European Innovation Scoreborad (EIS),2017,29,2017-01-01
PRT,Portugal,EIS,European Innovation Scoreborad (EIS),2024,29,2024-01-01
PRT,Portugal,EIS,European Innovation Scoreborad (EIS),2023,28,2023-01-01
PRT,Portugal,EIS,European Innovation Scoreborad (EIS),2022,28,2022-01-01
PRT,Portugal,EIS,European Innovation Scoreborad (EIS),2021,26,2021-01-01
PRT,Portugal,EIS,European Innovation Scoreborad (EIS),2020,27,2020-01-01
PRT,Portugal,EIS,European Innovation Scoreborad (EIS),2019,24,2019-01-01
PRT,Portugal,EIS,European Innovation Scoreborad (EIS),2018,24,2018-01-01
PRT,Portugal,EIS,European Innovation Scoreborad (EIS),2017,24,2017-01-01
GRC,Greece,EIS,European Innovation Scoreborad (EIS),2024,30,2024-01-01
GRC,Greece,EIS,European Innovation Scoreborad (EIS),2023,30,2023-01-01
GRC,Greece,EIS,European Innovation Scoreborad (EIS),2022,30,2022-01-01
GRC,Greece,EIS,European Innovation Scoreborad (EIS),2021,30,2021-01-01
GRC,Greece,EIS,European Innovation Scoreborad (EIS),2020,30,2020-01-01
GRC,Greece,EIS,European Innovation Scoreborad (EIS),2019,30,2019-01-01
GRC,Greece,EIS,European Innovation Scoreborad (EIS),2018,31,2018-01-01
GRC,Greece,EIS,European Innovation Scoreborad (EIS),2017,30,2017-01-01
HUN,Hungary,EIS,European Innovation Scoreborad (EIS),2024,31,2024-01-01
HUN,Hungary,EIS,European Innovation Scoreborad (EIS),2023,32,2023-01-01
HUN,Hungary,EIS,European Innovation Scoreborad (EIS),2022,32,2022-01-01
HUN,Hungary,EIS,European Innovation Scoreborad (EIS),2021,31,2021-01-01
HUN,Hungary,EIS,European Innovation Scoreborad (EIS),2020,31,2020-01-01
HUN,Hungary,EIS,European Innovation Scoreborad (EIS),2019,31,2019-01-01
HUN,Hungary,EIS,European Innovation Scoreborad (EIS),2018,30,2018-01-01
HUN,Hungary,EIS,European Innovation Scoreborad (EIS),2017,32,2017-01-01
HRV,Croatia,EIS,European Innovation Scoreborad (EIS),2024,32,2024-01-01
HRV,Croatia,EIS,European Innovation Scoreborad (EIS),2023,31,2023-01-01
HRV,Croatia,EIS,European Innovation Scoreborad (EIS),2022,31,2022-01-01
HRV,Croatia,EIS,European Innovation Scoreborad (EIS),2021,32,2021-01-01
HRV,Croatia,EIS,European Innovation Scoreborad (EIS),2020,33,2020-01-01
HRV,Croatia,EIS,European Innovation Scoreborad (EIS),2019,34,2019-01-01
HRV,Croatia,EIS,European Innovation Scoreborad (EIS),2018,33,2018-01-01
HRV,Croatia,EIS,European Innovation Scoreborad (EIS),2017,33,2017-01-01
POL,Poland,EIS,European Innovation Scoreborad (EIS),2024,33,2024-01-01
POL,Poland,EIS,European Innovation Scoreborad (EIS),2023,34,2023-01-01
POL,Poland,EIS,European Innovation Scoreborad (EIS),2022,34,2022-01-01
POL,Poland,EIS,European Innovation Scoreborad (EIS),2021,35,2021-01-01
POL,Poland,EIS,European Innovation Scoreborad (EIS),2020,35,2020-01-01
POL,Poland,EIS,European Innovation Scoreborad (EIS),2019,33,2019-01-01
POL,Poland,EIS,European Innovation Scoreborad (EIS),2018,35,2018-01-01
POL,Poland,EIS,European Innovation Scoreborad (EIS),2017,35,2017-01-01
SVK,Slovakia,EIS,European Innovation Scoreborad (EIS),2024,34,2024-01-01
SVK,Slovakia,EIS,European Innovation Scoreborad (EIS),2023,33,2023-01-01
SVK,Slovakia,EIS,European Innovation Scoreborad (EIS),2022,33,2022-01-01
SVK,Slovakia,EIS,European Innovation Scoreborad (EIS),2021,33,2021-01-01
SVK,Slovakia,EIS,European Innovation Scoreborad (EIS),2020,32,2020-01-01
SVK,Slovakia,EIS,European Innovation Scoreborad (EIS),2019,32,2019-01-01
SVK,Slovakia,EIS,European Innovation Scoreborad (EIS),2018,32,2018-01-01
SVK,Slovakia,EIS,European Innovation Scoreborad (EIS),2017,31,2017-01-01
SRB,Serbia,EIS,European Innovation Scoreborad (EIS),2024,35,2024-01-01
SRB,Serbia,EIS,European Innovation Scoreborad (EIS),2023,35,2023-01-01
SRB,Serbia,EIS,European Innovation Scoreborad (EIS),2022,35,2022-01-01
SRB,Serbia,EIS,European Innovation Scoreborad (EIS),2021,34,2021-01-01
SRB,Serbia,EIS,European Innovation Scoreborad (EIS),2020,34,2020-01-01
SRB,Serbia,EIS,European Innovation Scoreborad (EIS),2019,35,2019-01-01
SRB,Serbia,EIS,European Innovation Scoreborad (EIS),2018,34,2018-01-01
SRB,Serbia,EIS,European Innovation Scoreborad (EIS),2017,34,2017-01-01
BRA,Brazil,EIS,European Innovation Scoreborad (EIS),2024,36,2024-01-01
BRA,Brazil,EIS,European Innovation Scoreborad (EIS),2023,36,2023-01-01
BRA,Brazil,EIS,European Innovation Scoreborad (EIS),2022,36,2022-01-01
BRA,Brazil,EIS,European Innovation Scoreborad (EIS),2021,36,2021-01-01
BRA,Brazil,EIS,European Innovation Scoreborad (EIS),2020,36,2020-01-01
BRA,Brazil,EIS,European Innovation Scoreborad (EIS),2019,36,2019-01-01
BRA,Brazil,EIS,European Innovation Scoreborad (EIS),2018,36,2018-01-01
BRA,Brazil,EIS,European Innovation Scoreborad (EIS),2017,37,2017-01-01
LVA,Latvia,EIS,European Innovation Scoreborad (EIS),2024,37,2024-01-01
LVA,Latvia,EIS,European Innovation Scoreborad (EIS),2023,37,2023-01-01
LVA,Latvia,EIS,European Innovation Scoreborad (EIS),2022,37,2022-01-01
LVA,Latvia,EIS,European Innovation Scoreborad (EIS),2021,37,2021-01-01
LVA,Latvia,EIS,European Innovation Scoreborad (EIS),2020,37,2020-01-01
LVA,Latvia,EIS,European Innovation Scoreborad (EIS),2019,37,2019-01-01
LVA,Latvia,EIS,European Innovation Scoreborad (EIS),2018,37,2018-01-01
LVA,Latvia,EIS,European Innovation Scoreborad (EIS),2017,36,2017-01-01
TUR,Turkey,EIS,European Innovation Scoreborad (EIS),2024,38,2024-01-01
TUR,Turkey,EIS,European Innovation Scoreborad (EIS),2023,40,2023-01-01
TUR,Turkey,EIS,European Innovation Scoreborad (EIS),2022,39,2022-01-01
TUR,Turkey,EIS,European Innovation Scoreborad (EIS),2021,39,2021-01-01
TUR,Turkey,EIS,European Innovation Scoreborad (EIS),2020,38,2020-01-01
TUR,Turkey,EIS,European Innovation Scoreborad (EIS),2019,38,2019-01-01
TUR,Turkey,EIS,European Innovation Scoreborad (EIS),2018,38,2018-01-01
TUR,Turkey,EIS,European Innovation Scoreborad (EIS),2017,38,2017-01-01
CHL,Chile,EIS,European Innovation Scoreborad (EIS),2024,39,2024-01-01
CHL,Chile,EIS,European Innovation Scoreborad (EIS),2023,38,2023-01-01
CHL,Chile,EIS,European Innovation Scoreborad (EIS),2022,41,2022-01-01
CHL,Chile,EIS,European Innovation Scoreborad (EIS),2021,41,2021-01-01
CHL,Chile,EIS,European Innovation Scoreborad (EIS),2020,42,2020-01-01
CHL,Chile,EIS,European Innovation Scoreborad (EIS),2019,43,2019-01-01
CHL,Chile,EIS,European Innovation Scoreborad (EIS),2018,44,2018-01-01
CHL,Chile,EIS,European Innovation Scoreborad (EIS),2017,42,2017-01-01
MNE,Montenegro,EIS,European Innovation Scoreborad (EIS),2024,40,2024-01-01
MNE,Montenegro,EIS,European Innovation Scoreborad (EIS),2023,39,2023-01-01
MNE,Montenegro,EIS,European Innovation Scoreborad (EIS),2022,38,2022-01-01
MNE,Montenegro,EIS,European Innovation Scoreborad (EIS),2021,38,2021-01-01
MNE,Montenegro,EIS,European Innovation Scoreborad (EIS),2020,40,2020-01-01
MNE,Montenegro,EIS,European Innovation Scoreborad (EIS),2019,39,2019-01-01
MNE,Montenegro,EIS,European Innovation Scoreborad (EIS),2018,39,2018-01-01
MNE,Montenegro,EIS,European Innovation Scoreborad (EIS),2017,40,2017-01-01
BGR,Bulgaria,EIS,European Innovation Scoreborad (EIS),2024,41,2024-01-01
BGR,Bulgaria,EIS,European Innovation Scoreborad (EIS),2023,41,2023-01-01
BGR,Bulgaria,EIS,European Innovation Scoreborad (EIS),2022,40,2022-01-01
BGR,Bulgaria,EIS,European Innovation Scoreborad (EIS),2021,40,2021-01-01
BGR,Bulgaria,EIS,European Innovation Scoreborad (EIS),2020,39,2020-01-01
BGR,Bulgaria,EIS,European Innovation Scoreborad (EIS),2019,40,2019-01-01
BGR,Bulgaria,EIS,European Innovation Scoreborad (EIS),2018,40,2018-01-01
BGR,Bulgaria,EIS,European Innovation Scoreborad (EIS),2017,39,2017-01-01
MKD,North Macedonia,EIS,European Innovation Scoreborad (EIS),2024,42,2024-01-01
MKD,North Macedonia,EIS,European Innovation Scoreborad (EIS),2023,43,2023-01-01
MKD,North Macedonia,EIS,European Innovation Scoreborad (EIS),2022,44,2022-01-01
MKD,North Macedonia,EIS,European Innovation Scoreborad (EIS),2021,44,2021-01-01
MKD,North Macedonia,EIS,European Innovation Scoreborad (EIS),2020,44,2020-01-01
MKD,North Macedonia,EIS,European Innovation Scoreborad (EIS),2019,45,2019-01-01
MKD,North Macedonia,EIS,European Innovation Scoreborad (EIS),2018,43,2018-01-01
MKD,North Macedonia,EIS,European Innovation Scoreborad (EIS),2017,43,2017-01-01
IND,India,EIS,European Innovation Scoreborad (EIS),2024,43,2024-01-01
IND,India,EIS,European Innovation Scoreborad (EIS),2023,44,2023-01-01
IND,India,EIS,European Innovation Scoreborad (EIS),2022,42,2022-01-01
IND,India,EIS,European Innovation Scoreborad (EIS),2021,42,2021-01-01
IND,India,EIS,European Innovation Scoreborad (EIS),2020,43,2020-01-01
IND,India,EIS,European Innovation Scoreborad (EIS),2019,42,2019-01-01
IND,India,EIS,European Innovation Scoreborad (EIS),2018,41,2018-01-01
IND,India,EIS,European Innovation Scoreborad (EIS),2017,41,2017-01-01
ALB,Albania,EIS,European Innovation Scoreborad (EIS),2024,44,2024-01-01
ALB,Albania,EIS,European Innovation Scoreborad (EIS),2023,42,2023-01-01
ALB,Albania,EIS,European Innovation Scoreborad (EIS),2022,43,2022-01-01
ALB,Albania,EIS,European Innovation Scoreborad (EIS),2021,43,2021-01-01
ALB,Albania,EIS,European Innovation Scoreborad (EIS),2020,45,2020-01-01
ALB,Albania,EIS,European Innovation Scoreborad (EIS),2019,44,2019-01-01
ALB,Albania,EIS,European Innovation Scoreborad (EIS),2018,42,2018-01-01
ALB,Albania,EIS,European Innovation Scoreborad (EIS),2017,45,2017-01-01
ZAF,South Africa,EIS,European Innovation Scoreborad (EIS),2024,45,2024-01-01
ZAF,South Africa,EIS,European Innovation Scoreborad (EIS),2023,45,2023-01-01
ZAF,South Africa,EIS,European Innovation Scoreborad (EIS),2022,47,2022-01-01
ZAF,South Africa,EIS,European Innovation Scoreborad (EIS),2021,47,2021-01-01
ZAF,South Africa,EIS,European Innovation Scoreborad (EIS),2020,41,2020-01-01
ZAF,South Africa,EIS,European Innovation Scoreborad (EIS),2019,41,2019-01-01
ZAF,South Africa,EIS,European Innovation Scoreborad (EIS),2018,45,2018-01-01
ZAF,South Africa,EIS,European Innovation Scoreborad (EIS),2017,44,2017-01-01
ROU,Romania,EIS,European Innovation Scoreborad (EIS),2024,46,2024-01-01
ROU,Romania,EIS,European Innovation Scoreborad (EIS),2023,46,2023-01-01
ROU,Romania,EIS,European Innovation Scoreborad (EIS),2022,46,2022-01-01
ROU,Romania,EIS,European Innovation Scoreborad (EIS),2021,45,2021-01-01
ROU,Romania,EIS,European Innovation Scoreborad (EIS),2020,46,2020-01-01
ROU,Romania,EIS,European Innovation Scoreborad (EIS),2019,47,2019-01-01
ROU,Romania,EIS,European Innovation Scoreborad (EIS),2018,46,2018-01-01
ROU,Romania,EIS,European Innovation Scoreborad (EIS),2017,47,2017-01-01
BIH,Bosnia & Herzegovina,EIS,European Innovation Scoreborad (EIS),2024,47,2024-01-01
BIH,Bosnia & Herzegovina,EIS,European Innovation Scoreborad (EIS),2023,49,2023-01-01
BIH,Bosnia & Herzegovina,EIS,European Innovation Scoreborad (EIS),2022,50,2022-01-01
BIH,Bosnia & Herzegovina,EIS,European Innovation Scoreborad (EIS),2021,50,2021-01-01
BIH,Bosnia & Herzegovina,EIS,European Innovation Scoreborad (EIS),2020,50,2020-01-01
BIH,Bosnia & Herzegovina,EIS,European Innovation Scoreborad (EIS),2019,50,2019-01-01
BIH,Bosnia & Herzegovina,EIS,European Innovation Scoreborad (EIS),2018,49,2018-01-01
BIH,Bosnia & Herzegovina,EIS,European Innovation Scoreborad (EIS),2017,49,2017-01-01
UKR,Ukraine,EIS,European Innovation Scoreborad (EIS),2024,48,2024-01-01
UKR,Ukraine,EIS,European Innovation Scoreborad (EIS),2023,48,2023-01-01
UKR,Ukraine,EIS,European Innovation Scoreborad (EIS),2022,48,2022-01-01
UKR,Ukraine,EIS,European Innovation Scoreborad (EIS),2021,48,2021-01-01
UKR,Ukraine,EIS,European Innovation Scoreborad (EIS),2020,48,2020-01-01
UKR,Ukraine,EIS,European Innovation Scoreborad (EIS),2019,49,2019-01-01
UKR,Ukraine,EIS,European Innovation Scoreborad (EIS),2018,47,2018-01-01
UKR,Ukraine,EIS,European Innovation Scoreborad (EIS),2017,48,2017-01-01
MEX,Mexico,EIS,European Innovation Scoreborad (EIS),2024,49,2024-01-01
MEX,Mexico,EIS,European Innovation Scoreborad (EIS),2023,47,2023-01-01
MEX,Mexico,EIS,European Innovation Scoreborad (EIS),2022,45,2022-01-01
MEX,Mexico,EIS,European Innovation Scoreborad (EIS),2021,46,2021-01-01
MEX,Mexico,EIS,European Innovation Scoreborad (EIS),2020,47,2020-01-01
MEX,Mexico,EIS,European Innovation Scoreborad (EIS),2019,46,2019-01-01
MEX,Mexico,EIS,European Innovation Scoreborad (EIS),2018,48,2018-01-01
MEX,Mexico,EIS,European Innovation Scoreborad (EIS),2017,46,2017-01-01
MDA,Moldova,EIS,European Innovation Scoreborad (EIS),2024,50,2024-01-01
MDA,Moldova,EIS,European Innovation Scoreborad (EIS),2023,50,2023-01-01
MDA,Moldova,EIS,European Innovation Scoreborad (EIS),2022,49,2022-01-01
MDA,Moldova,EIS,European Innovation Scoreborad (EIS),2021,49,2021-01-01
MDA,Moldova,EIS,European Innovation Scoreborad (EIS),2020,49,2020-01-01
MDA,Moldova,EIS,European Innovation Scoreborad (EIS),2019,48,2019-01-01
MDA,Moldova,EIS,European Innovation Scoreborad (EIS),2018,50,2018-01-01
MDA,Moldova,EIS,European Innovation Scoreborad (EIS),2017,50,2017-01-01
SGP,Singapore,WCR,IMD World Competitiveness Ranking,1997,2,1997-01-01
SGP,Singapore,WCR,IMD World Competitiveness Ranking,2002,8,2002-01-01
SGP,Singapore,WCR,IMD World Competitiveness Ranking,2007,2,2007-01-01
SGP,Singapore,WCR,IMD World Competitiveness Ranking,2012,4,2012-01-01
SGP,Singapore,WCR,IMD World Competitiveness Ranking,2017,3,2017-01-01
SGP,Singapore,WCR,IMD World Competitiveness Ranking,2019,1,2019-01-01
SGP,Singapore,WCR,IMD World Competitiveness Ranking,2020,1,2020-01-01
SGP,Singapore,WCR,IMD World Competitiveness Ranking,2021,5,2021-01-01
SGP,Singapore,WCR,IMD World Competitiveness Ranking,2022,3,2022-01-01
SGP,Singapore,WCR,IMD World Competitiveness Ranking,2023,4,2023-01-01
SGP,Singapore,WCR,IMD World Competitiveness Ranking,2024,1,2024-01-01
CHE,Switzerland,WCR,IMD World Competitiveness Ranking,1997,12,1997-01-01
CHE,Switzerland,WCR,IMD World Competitiveness Ranking,2002,5,2002-01-01
CHE,Switzerland,WCR,IMD World Competitiveness Ranking,2007,6,2007-01-01
CHE,Switzerland,WCR,IMD World Competitiveness Ranking,2012,3,2012-01-01
CHE,Switzerland,WCR,IMD World Competitiveness Ranking,2017,2,2017-01-01
CHE,Switzerland,WCR,IMD World Competitiveness Ranking,2019,4,2019-01-01
CHE,Switzerland,WCR,IMD World Competitiveness Ranking,2020,3,2020-01-01
CHE,Switzerland,WCR,IMD World Competitiveness Ranking,2021,1,2021-01-01
CHE,Switzerland,WCR,IMD World Competitiveness Ranking,2022,2,2022-01-01
CHE,Switzerland,WCR,IMD World Competitiveness Ranking,2023,3,2023-01-01
CHE,Switzerland,WCR,IMD World Competitiveness Ranking,2024,2,2024-01-01
DNK,Denmark,WCR,IMD World Competitiveness Ranking,1997,13,1997-01-01
DNK,Denmark,WCR,IMD World Competitiveness Ranking,2002,6,2002-01-01
DNK,Denmark,WCR,IMD World Competitiveness Ranking,2007,5,2007-01-01
DNK,Denmark,WCR,IMD World Competitiveness Ranking,2012,13,2012-01-01
DNK,Denmark,WCR,IMD World Competitiveness Ranking,2017,7,2017-01-01
DNK,Denmark,WCR,IMD World Competitiveness Ranking,2019,8,2019-01-01
DNK,Denmark,WCR,IMD World Competitiveness Ranking,2020,2,2020-01-01
DNK,Denmark,WCR,IMD World Competitiveness Ranking,2021,3,2021-01-01
