iso3	country	measure	measure_name	measure_detail	source	years	obs_value
BEL	Belgium	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	20.2
BEL	Belgium	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	11.5
BEL	Belgium	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	9.6
BEL	Belgium	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	6.5
DNK	Denmark	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	7.5
DNK	Denmark	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	10.3
DNK	Denmark	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	9.5
DEU	Germany	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	16.4
DEU	Germany	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	11.3
DEU	Germany	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	10.6
DEU	Germany	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	10.1
FRA	France	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	9.1
FRA	France	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	3.9
FRA	France	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	2.6
FRA	France	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	5.6
ITA	Italy	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	10.3
ITA	Italy	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	10.5
ITA	Italy	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	9.2
ITA	Italy	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	12.8
NLD	Netherlands	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	8.7
NLD	Netherlands	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	3.4
NLD	Netherlands	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	4
NLD	Netherlands	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	6.5
AUT	Austria	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	12.6
AUT	Austria	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	8.6
AUT	Austria	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	7.3
AUT	Austria	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	7.3
FIN	Finland	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	7.3
FIN	Finland	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	8.9
FIN	Finland	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	14.3
FIN	Finland	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	13.5
SWE	Sweden	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	8.8
SWE	Sweden	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	8.3
SWE	Sweden	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	6.4
SWE	Sweden	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	8
CHE	Switzerland	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	17.5
CHE	Switzerland	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	11.9
CHE	Switzerland	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	17
CHE	Switzerland	pct_sales_inno_firm	sales from new or significantly improved products	New to the firm	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	10.5
BEL	Belgium	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	7.3
BEL	Belgium	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	4.1
BEL	Belgium	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	5.5
BEL	Belgium	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	5.7
DNK	Denmark	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	3.1
DNK	Denmark	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	4.7
DNK	Denmark	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	9.8
DEU	Germany	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	4.5
DEU	Germany	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	3.5
DEU	Germany	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	3.4
DEU	Germany	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	4.3
FRA	France	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	8.9
FRA	France	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	4.9
FRA	France	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	3.6
FRA	France	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	3.4
ITA	Italy	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	12.8
ITA	Italy	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	6.3
ITA	Italy	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	4.3
ITA	Italy	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	5.2
NLD	Netherlands	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	12.3
NLD	Netherlands	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	4.8
NLD	Netherlands	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	4.9
NLD	Netherlands	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	6.8
AUT	Austria	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	9.5
AUT	Austria	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	6.3
AUT	Austria	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	5.7
AUT	Austria	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	5
FIN	Finland	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	9.7
FIN	Finland	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	5.4
FIN	Finland	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	5
FIN	Finland	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	6.3
SWE	Sweden	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	6.8
SWE	Sweden	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	5.4
SWE	Sweden	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	6.3
SWE	Sweden	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	9.9
CHE	Switzerland	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2014–2016	4.8
CHE	Switzerland	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2016–2018	3.3
CHE	Switzerland	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2018–2020	4
CHE	Switzerland	pct_sales_inno_market	sales from new or significantly improved products	New to the market	Source: Eurostat - Community Innovation Survey (CIS)	2020–2022	3.8
