iso3,country,measure,measure_name,year,year_date,obs_value
ERI,Eritrea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,9.7
ERI,Eritrea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,9.9
ERI,Eritrea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,10
ERI,Eritrea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,10.2
ERI,Eritrea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,8.6
ERI,Eritrea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,8.6
ERI,Eritrea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,8.6
ESP,Spain,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,36.2
ESP,Spain,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,36.1
ESP,Spain,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,37.5
ESP,Spain,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,34.8
ESP,Spain,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,33.3
ESP,Spain,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,33.3
ESP,Spain,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,33.3
EST,Estonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,24
EST,Estonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,23.6
EST,Estonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,24.3
EST,Estonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,22
EST,Estonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,22.9
EST,Estonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,22.9
EST,Estonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,22.9
ETH,Ethiopia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,16.1
ETH,Ethiopia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,16.1
ETH,Ethiopia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,16.1
ETH,Ethiopia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,16.1
ETH,Ethiopia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,16.1
ETH,Ethiopia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,16.1
ETH,Ethiopia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,16.1
FIN,Finland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,40.8
FIN,Finland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,37.3
FIN,Finland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,34.4
FIN,Finland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,40.4
FIN,Finland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,35.7
FIN,Finland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,35.7
FIN,Finland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,35.7
FJI,Fiji,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,6.4
FJI,Fiji,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,6.3
FJI,Fiji,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,7.5
FJI,Fiji,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,7
FJI,Fiji,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,7
FJI,Fiji,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,7
FJI,Fiji,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,7
FRA,France,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,43.9
FRA,France,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,48.7
FRA,France,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,47.9
FRA,France,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,46.9
FRA,France,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,47.5
FRA,France,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,47.5
FRA,France,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,47.5
GBR,United Kingdom,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,42.7
GBR,United Kingdom,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,42.2
GBR,United Kingdom,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,42.1
GBR,United Kingdom,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,39.8
GBR,United Kingdom,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,39.8
GBR,United Kingdom,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,39.8
GBR,United Kingdom,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,39.8
GEO,Georgia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,10.4
GEO,Georgia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,9.6
GEO,Georgia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,11.4
GEO,Georgia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,10.8
GEO,Georgia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,16.9
GEO,Georgia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,16.9
GEO,Georgia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,16.9
GHA,Ghana,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,10.4
GHA,Ghana,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,10.4
GHA,Ghana,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,10.4
GHA,Ghana,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,10.4
GHA,Ghana,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,10.4
GHA,Ghana,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,10.4
GHA,Ghana,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,10.4
GRC,Greece,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,17.4
GRC,Greece,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,18.8
GRC,Greece,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,22.3
GRC,Greece,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,16.5
GRC,Greece,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,16.5
GRC,Greece,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,16.5
GRC,Greece,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,16.5
HRV,Croatia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,21.9
HRV,Croatia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,20.7
HRV,Croatia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,22.3
HRV,Croatia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,20
HRV,Croatia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,13.8
HRV,Croatia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,13.8
HRV,Croatia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,13.8
HUN,Hungary,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,51
HUN,Hungary,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,51.3
HUN,Hungary,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,52.8
HUN,Hungary,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,49.9
HUN,Hungary,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,50.9
HUN,Hungary,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,50.9
HUN,Hungary,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,50.9
IDN,Indonesia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,32.1
IDN,Indonesia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,29.2
IDN,Indonesia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,28.4
IDN,Indonesia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,26.9
IDN,Indonesia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,26.9
IDN,Indonesia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,26.9
IDN,Indonesia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,26.9
IND,India,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,44.6
IND,India,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,45.4
IND,India,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,44.7
IND,India,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,41.9
IND,India,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,43.4
IND,India,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,43.4
IND,India,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,43.4
IRL,Ireland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,65
IRL,Ireland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,65
IRL,Ireland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,65
IRL,Ireland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,65
IRL,Ireland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,65
IRL,Ireland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,65
IRL,Ireland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,65
IRN,Iran (Islamic Republic of),NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,35.8
IRN,Iran (Islamic Republic of),NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,38.5
IRN,Iran (Islamic Republic of),NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,36.3
IRN,Iran (Islamic Republic of),NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,37.5
IRN,Iran (Islamic Republic of),NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,37.5
IRN,Iran (Islamic Republic of),NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,37.5
IRN,Iran (Islamic Republic of),NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,37.5
IRQ,Iraq,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,7
IRQ,Iraq,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,9.2
IRQ,Iraq,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,5.1
IRQ,Iraq,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,5.2
IRQ,Iraq,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,3.5
IRQ,Iraq,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,3.5
IRQ,Iraq,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,3.5
ISL,Iceland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,14.3
ISL,Iceland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,20
ISL,Iceland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,15.6
ISL,Iceland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,9.5
ISL,Iceland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,9.8
ISL,Iceland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,9.8
ISL,Iceland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,9.8
ISR,Israel,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,52.1
ISR,Israel,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,55
ISR,Israel,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,57.4
ISR,Israel,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,55.6
ISR,Israel,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,55.6
ISR,Israel,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,55.6
ISR,Israel,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,55.6
ITA,Italy,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,41.2
ITA,Italy,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,40.8
ITA,Italy,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,41.5
ITA,Italy,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,40
ITA,Italy,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,37.8
ITA,Italy,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,37.8
ITA,Italy,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,37.8
JOR,Jordan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,23
JOR,Jordan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,23
JOR,Jordan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,17.9
JOR,Jordan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,18.8
JOR,Jordan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,18.8
JOR,Jordan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,18.8
JOR,Jordan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,18.8
JPN,Japan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,57.2
JPN,Japan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,56.1
JPN,Japan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,54.7
JPN,Japan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,54.7
JPN,Japan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,54.7
JPN,Japan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,54.7
JPN,Japan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,54.7
KAZ,Kazakhstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,11.9
KAZ,Kazakhstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,13.8
KAZ,Kazakhstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,15
KAZ,Kazakhstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,15.1
KAZ,Kazakhstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,15.7
KAZ,Kazakhstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,15.7
KAZ,Kazakhstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,15.7
KEN,Kenya,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,12.7
KEN,Kenya,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,12.9
KEN,Kenya,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,13.8
KEN,Kenya,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,13.8
KEN,Kenya,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,13.8
KEN,Kenya,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,13.8
KEN,Kenya,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,13.8
KGZ,Kyrgyzstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,2.3
KGZ,Kyrgyzstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,2.4
KGZ,Kyrgyzstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,2.2
KGZ,Kyrgyzstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,2.3
KGZ,Kyrgyzstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,2.3
KGZ,Kyrgyzstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,2.3
KGZ,Kyrgyzstan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,2.3
KHM,Cambodia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,0.3
KHM,Cambodia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,0.3
KHM,Cambodia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,0.3
KHM,Cambodia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,0.3
KHM,Cambodia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,0.3
KHM,Cambodia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,0.3
KHM,Cambodia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,0.3
KOR,South Korea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,62.4
KOR,South Korea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,61.8
KOR,South Korea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,63.2
KOR,South Korea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,64.4
KOR,South Korea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,61.8
KOR,South Korea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,61.8
KOR,South Korea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,61.8
KWT,Kuwait,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,36.3
KWT,Kuwait,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,28.5
KWT,Kuwait,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,31.9
KWT,Kuwait,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,31.9
KWT,Kuwait,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,31.9
KWT,Kuwait,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,31.9
KWT,Kuwait,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,31.9
LBN,Lebanon,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,11.7
LBN,Lebanon,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,11.6
LBN,Lebanon,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,14.6
LBN,Lebanon,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,14.6
LBN,Lebanon,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,14.6
LBN,Lebanon,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,14.6
LBN,Lebanon,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,14.6
LKA,Sri Lanka,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,7.9
LKA,Sri Lanka,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,8.6
LKA,Sri Lanka,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,8.8
LKA,Sri Lanka,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,8.8
LKA,Sri Lanka,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,8.8
LKA,Sri Lanka,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,8.8
LKA,Sri Lanka,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,8.8
LTU,Lithuania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,21.2
LTU,Lithuania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,22.6
LTU,Lithuania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,27.3
LTU,Lithuania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,29.5
LTU,Lithuania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,23.9
LTU,Lithuania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,23.9
LTU,Lithuania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,23.9
LUX,Luxembourg,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,13.8
LUX,Luxembourg,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,13.8
LUX,Luxembourg,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,13.8
LUX,Luxembourg,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,13.8
LUX,Luxembourg,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,13.8
LUX,Luxembourg,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,13.8
LUX,Luxembourg,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,13.8
LVA,Latvia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,13.2
LVA,Latvia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,12.7
LVA,Latvia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,17.4
LVA,Latvia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,11.4
LVA,Latvia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,12.7
LVA,Latvia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,12.7
LVA,Latvia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,12.7
MAR,Morocco,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,35.9
MAR,Morocco,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,37.5
MAR,Morocco,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,31.3
MAR,Morocco,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,37.1
MAR,Morocco,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,44.6
MAR,Morocco,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,44.6
MAR,Morocco,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,44.6
MDG,Madagascar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,1.2
MDG,Madagascar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,1
